,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,property_type,room_type,accommodates,bedrooms,beds,bed_type,minimum_nights,price,price_pred
2288,strict_14_with_grace_period,f,1.0,Noe Valley,Townhouse,Private room,1.0,1.0,1.0,Real Bed,1.0,85.0,97.80444
5700,flexible,f,1.0,Western Addition,Townhouse,Entire home/apt,4.0,2.0,2.0,Real Bed,4.0,250.0,262.02554
6995,strict_14_with_grace_period,f,3.0,Haight Ashbury,House,Private room,1.0,1.0,1.0,Real Bed,30.0,120.0,73.737816
509,moderate,f,41.0,Western Addition,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,141.0,125.87952
6429,flexible,t,439.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,224.0,182.3762
6219,moderate,f,1.0,West of Twin Peaks,Guest suite,Entire home/apt,4.0,2.0,2.0,Real Bed,1.0,100.0,179.91205
4502,strict_14_with_grace_period,t,3.0,Russian Hill,House,Private room,2.0,1.0,1.0,Real Bed,30.0,110.0,111.00708
6999,strict_14_with_grace_period,f,10.0,Downtown/Civic Center,Apartment,Entire home/apt,4.0,0.0,2.0,Real Bed,2.0,265.0,248.56706
2289,moderate,t,1.0,South of Market,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,2.0,275.0,268.64926
4700,moderate,f,1.0,South of Market,Condominium,Entire home/apt,6.0,2.0,2.0,Real Bed,2.0,525.0,366.7941
748,moderate,f,1.0,Western Addition,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,149.0,187.84
4500,moderate,f,852.0,Russian Hill,Apartment,Entire home/apt,2.0,2.0,2.0,Real Bed,30.0,218.0,196.18509
1399,strict_14_with_grace_period,f,4.0,Bernal Heights,Apartment,Entire home/apt,4.0,1.0,2.0,Real Bed,31.0,100.0,144.85301
6827,strict_14_with_grace_period,f,1.0,Western Addition,Apartment,Entire home/apt,6.0,3.0,4.0,Real Bed,3.0,650.0,488.85968
1311,moderate,f,4.0,Western Addition,House,Entire home/apt,12.0,4.0,8.0,Real Bed,2.0,1850.0,753.454
1612,flexible,f,1.0,Noe Valley,Guest suite,Private room,2.0,1.0,1.0,Real Bed,2.0,120.0,123.073654
183,flexible,f,2.0,Outer Richmond,House,Private room,2.0,1.0,1.0,Real Bed,30.0,162.0,90.44088
911,strict_14_with_grace_period,f,5.0,Western Addition,Apartment,Entire home/apt,2.0,0.0,2.0,Real Bed,30.0,137.0,120.030365
4388,moderate,t,5.0,Outer Richmond,House,Private room,2.0,1.0,1.0,Real Bed,2.0,65.0,93.28346
2580,moderate,f,4.0,Ocean View,House,Private room,4.0,2.0,3.0,Real Bed,2.0,139.0,147.57779
2433,moderate,f,1.0,Western Addition,Condominium,Entire home/apt,4.0,2.0,2.0,Real Bed,3.0,225.0,260.8583
471,strict_14_with_grace_period,f,2.0,Castro/Upper Market,Apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,79.0,83.62169
967,moderate,f,3.0,Bayview,House,Private room,2.0,1.0,1.0,Real Bed,2.0,103.0,79.61938
3938,strict_14_with_grace_period,t,2.0,Western Addition,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,150.0,156.99202
1962,moderate,f,3.0,Castro/Upper Market,House,Entire home/apt,6.0,2.0,2.0,Real Bed,2.0,350.0,333.2502
896,strict_14_with_grace_period,f,1.0,Haight Ashbury,Apartment,Entire home/apt,6.0,3.0,3.0,Real Bed,5.0,550.0,393.8884
5633,moderate,f,852.0,South of Market,Apartment,Entire home/apt,2.0,0.0,0.0,Real Bed,30.0,125.0,122.56098
6177,moderate,t,1.0,Inner Sunset,Guest suite,Entire home/apt,3.0,0.0,2.0,Real Bed,3.0,146.0,151.28613
5527,strict_14_with_grace_period,t,7.0,Nob Hill,Apartment,Entire home/apt,6.0,2.0,3.0,Real Bed,30.0,210.0,324.63858
1774,flexible,f,1.0,Glen Park,House,Entire home/apt,2.0,1.0,1.0,Real Bed,3.0,270.0,190.36281
3414,strict_14_with_grace_period,f,2.0,Bernal Heights,Apartment,Entire home/apt,4.0,2.0,3.0,Real Bed,3.0,238.0,241.61298
1210,moderate,f,1.0,Mission,Apartment,Entire home/apt,4.0,2.0,3.0,Real Bed,2.0,375.0,231.74002
6100,strict_14_with_grace_period,f,8.0,Western Addition,Apartment,Shared room,6.0,1.0,2.0,Real Bed,30.0,35.0,146.83528
3167,strict_14_with_grace_period,f,2.0,Outer Sunset,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,125.0,112.75505
6006,flexible,f,1.0,Bayview,House,Entire home/apt,6.0,3.0,3.0,Real Bed,30.0,250.0,198.59169
6840,moderate,f,3.0,Excelsior,House,Private room,2.0,1.0,2.0,Real Bed,1.0,100.0,75.03105
3348,flexible,f,2.0,Marina,Apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,67.0,86.97115
5673,moderate,f,1.0,Potrero Hill,Apartment,Entire home/apt,4.0,1.0,2.0,Real Bed,2.0,249.0,189.06464
292,moderate,f,4.0,Castro/Upper Market,Condominium,Private room,2.0,1.0,1.0,Real Bed,2.0,109.0,148.72597
6262,strict_14_with_grace_period,t,165.0,Western Addition,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,164.0,148.64807
5793,strict_14_with_grace_period,f,64.0,Russian Hill,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,210.0,238.50317
5946,flexible,f,4.0,South of Market,Loft,Private room,2.0,1.0,1.0,Real Bed,2.0,149.0,160.11742
272,moderate,f,2.0,Potrero Hill,Guest suite,Entire home/apt,2.0,1.0,0.0,Real Bed,4.0,250.0,155.88904
2043,strict_14_with_grace_period,t,1.0,Twin Peaks,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,3.0,148.0,163.42856
5061,moderate,f,1.0,Inner Richmond,Apartment,Private room,3.0,1.0,2.0,Real Bed,2.0,150.0,121.45633
6215,flexible,t,2.0,Marina,House,Private room,2.0,1.0,1.0,Real Bed,1.0,200.0,127.27332
2334,strict_14_with_grace_period,f,89.0,Downtown/Civic Center,Boutique hotel,Private room,4.0,2.0,2.0,Real Bed,1.0,195.0,207.2436
2408,moderate,f,1.0,Outer Mission,Guest suite,Entire home/apt,4.0,1.0,2.0,Real Bed,2.0,149.0,132.55501
1086,strict_14_with_grace_period,t,2.0,Marina,Apartment,Entire home/apt,4.0,2.0,3.0,Real Bed,30.0,245.0,211.44395
4899,flexible,t,53.0,Downtown/Civic Center,Boutique hotel,Private room,2.0,0.0,2.0,Real Bed,1.0,75.0,92.80777
2551,strict_14_with_grace_period,f,1.0,Noe Valley,Guest suite,Entire home/apt,4.0,2.0,2.0,Real Bed,3.0,185.0,232.38397
5107,strict_14_with_grace_period,t,41.0,Chinatown,Serviced apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,2.0,95.0,106.05578
2292,moderate,f,1.0,Russian Hill,Condominium,Entire home/apt,5.0,3.0,3.0,Real Bed,30.0,217.0,485.3514
6719,strict_14_with_grace_period,f,1.0,Western Addition,Condominium,Entire home/apt,2.0,1.0,1.0,Real Bed,180.0,200.0,173.74841
5929,flexible,f,1.0,West of Twin Peaks,Guest suite,Entire home/apt,6.0,3.0,4.0,Real Bed,3.0,300.0,299.98395
5324,flexible,f,5.0,Outer Sunset,House,Private room,3.0,1.0,2.0,Real Bed,1.0,130.0,79.72236
3452,strict_14_with_grace_period,t,7.0,North Beach,Apartment,Private room,2.0,1.0,1.0,Real Bed,2.0,149.0,115.22551
5853,strict_14_with_grace_period,t,6.0,Parkside,House,Private room,2.0,1.0,1.0,Real Bed,1.0,72.0,72.419495
3270,strict_14_with_grace_period,t,2.0,Castro/Upper Market,Condominium,Entire home/apt,4.0,2.0,2.0,Real Bed,3.0,295.0,305.72678
3351,strict_14_with_grace_period,f,1.0,North Beach,Apartment,Entire home/apt,3.0,1.0,1.0,Real Bed,30.0,189.0,147.11137
613,moderate,t,1.0,Haight Ashbury,Condominium,Private room,1.0,1.0,1.0,Real Bed,3.0,85.0,101.45849
2571,moderate,f,1.0,Outer Richmond,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,249.0,125.49721
3015,moderate,f,1.0,Mission,House,Entire home/apt,6.0,3.0,3.0,Real Bed,3.0,450.0,365.23642
2699,flexible,t,20.0,Financial District,Hostel,Shared room,3.0,1.0,3.0,Real Bed,1.0,45.0,92.612885
4901,flexible,t,53.0,Downtown/Civic Center,Boutique hotel,Private room,2.0,0.0,2.0,Real Bed,1.0,75.0,92.80777
4159,moderate,f,1.0,Mission,Apartment,Entire home/apt,4.0,2.0,3.0,Real Bed,2.0,204.0,231.74002
1749,strict_14_with_grace_period,t,3.0,Mission,Townhouse,Private room,2.0,1.0,1.0,Real Bed,1.0,160.0,110.85345
6440,flexible,t,439.0,Western Addition,Apartment,Entire home/apt,3.0,2.0,2.0,Real Bed,30.0,351.0,238.00095
4286,moderate,t,1.0,Visitacion Valley,House,Entire home/apt,5.0,2.0,2.0,Real Bed,2.0,160.0,196.38867
2523,strict_14_with_grace_period,f,101.0,Noe Valley,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,335.0,224.04408
2893,moderate,t,1.0,Inner Richmond,Apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,46.0,81.463036
1345,strict_14_with_grace_period,f,2.0,North Beach,Apartment,Entire home/apt,3.0,1.0,1.0,Real Bed,30.0,135.0,140.67378
6910,strict,f,852.0,Inner Richmond,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,132.0,127.261406
5359,moderate,f,14.0,North Beach,Condominium,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,159.0,142.30573
4397,strict_14_with_grace_period,f,87.0,Downtown/Civic Center,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,82.0,86.22489
952,moderate,f,1.0,Inner Richmond,Condominium,Private room,1.0,1.0,1.0,Real Bed,1.0,65.0,97.81608
5104,strict_14_with_grace_period,t,14.0,Parkside,Guest suite,Entire home/apt,4.0,0.0,1.0,Real Bed,30.0,70.0,83.94268
1505,strict_14_with_grace_period,f,2.0,Bayview,House,Private room,2.0,1.0,1.0,Real Bed,1.0,109.0,80.34027
7106,flexible,f,2.0,Haight Ashbury,Condominium,Entire home/apt,15.0,2.0,1.0,Real Bed,30.0,450.0,768.4699
2471,moderate,f,2.0,Outer Mission,House,Entire home/apt,5.0,2.0,4.0,Real Bed,2.0,160.0,209.6969
1121,moderate,f,1.0,Bernal Heights,House,Private room,2.0,1.0,1.0,Real Bed,1.0,145.0,104.02088
5284,strict_14_with_grace_period,f,3.0,Glen Park,Apartment,Private room,2.0,1.0,1.0,Real Bed,30.0,95.0,104.55921
3359,moderate,t,4.0,Haight Ashbury,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,87.0,126.08299
4810,moderate,f,1.0,Noe Valley,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,60.0,115.0,134.3526
2499,strict_14_with_grace_period,f,44.0,Mission,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,114.0,151.83777
6607,strict_14_with_grace_period,t,7.0,Russian Hill,Villa,Shared room,1.0,1.0,1.0,Real Bed,31.0,31.0,117.04278
416,strict_14_with_grace_period,f,1.0,Castro/Upper Market,House,Entire home/apt,6.0,3.0,3.0,Real Bed,3.0,500.0,433.40497
6159,moderate,t,1.0,Outer Sunset,House,Entire home/apt,6.0,2.0,4.0,Real Bed,1.0,249.0,213.37749
564,strict_14_with_grace_period,f,5.0,West of Twin Peaks,House,Private room,2.0,1.0,1.0,Real Bed,2.0,49.0,98.63199
1225,strict_14_with_grace_period,f,1.0,South of Market,Loft,Entire home/apt,4.0,1.0,2.0,Real Bed,180.0,325.0,212.52646
142,moderate,f,4.0,Bernal Heights,House,Private room,2.0,1.0,2.0,Real Bed,2.0,85.0,113.65196
5011,moderate,t,2.0,Mission,Guest suite,Private room,3.0,0.0,1.0,Real Bed,3.0,180.0,120.58502
6834,strict,f,852.0,Potrero Hill,House,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,187.0,175.29553
3250,strict_14_with_grace_period,f,2.0,Bernal Heights,House,Private room,2.0,1.0,1.0,Real Bed,2.0,90.0,111.54284
2005,strict_14_with_grace_period,f,1.0,Castro/Upper Market,Condominium,Entire home/apt,7.0,4.0,4.0,Real Bed,4.0,515.0,503.7603
1195,strict_14_with_grace_period,f,21.0,Castro/Upper Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,110.0,121.83985
2790,moderate,t,1.0,Outer Sunset,Guest suite,Entire home/apt,2.0,0.0,1.0,Real Bed,2.0,120.0,108.26238
1757,strict_14_with_grace_period,t,5.0,Chinatown,Apartment,Private room,2.0,1.0,1.0,Real Bed,30.0,95.0,98.73521
497,moderate,f,5.0,Mission,Apartment,Private room,2.0,1.0,1.0,Real Bed,30.0,375.0,86.84725
2313,strict_14_with_grace_period,f,1.0,West of Twin Peaks,House,Entire home/apt,6.0,3.0,5.0,Real Bed,2.0,299.0,342.9017
6986,flexible,f,13.0,Bayview,House,Private room,2.0,1.0,1.0,Real Bed,30.0,65.0,59.823215
4004,moderate,t,4.0,Visitacion Valley,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,70.0,101.47193
721,strict_14_with_grace_period,f,2.0,Western Addition,Condominium,Entire home/apt,5.0,3.0,3.0,Real Bed,3.0,575.0,559.66565
7142,flexible,t,10.0,Russian Hill,Guest suite,Entire home/apt,2.0,0.0,1.0,Real Bed,1.0,160.0,169.30003
6953,strict_14_with_grace_period,t,1.0,Outer Richmond,Apartment,Entire home/apt,6.0,2.0,2.0,Real Bed,2.0,257.0,258.36176
1497,moderate,t,8.0,Downtown/Civic Center,Apartment,Shared room,2.0,1.0,1.0,Real Bed,1.0,129.0,80.96189
4448,moderate,f,1.0,Presidio Heights,House,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,500.0,195.39233
1521,flexible,f,7.0,Castro/Upper Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,100.0,130.37523
4547,moderate,t,2.0,Potrero Hill,House,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,265.0,186.601
2743,moderate,t,1.0,Parkside,House,Entire home/apt,2.0,1.0,1.0,Real Bed,3.0,150.0,119.4258
3099,flexible,t,2.0,Haight Ashbury,Apartment,Entire home/apt,3.0,1.0,1.0,Real Bed,3.0,350.0,186.97466
6343,strict_14_with_grace_period,t,165.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,194.0,148.82211
6893,moderate,t,6.0,Excelsior,House,Private room,4.0,1.0,2.0,Real Bed,1.0,69.0,83.79134
108,moderate,f,1.0,Western Addition,House,Private room,1.0,1.0,1.0,Real Bed,1.0,90.0,96.28239
1755,super_strict_30,f,82.0,Downtown/Civic Center,Apartment,Entire home/apt,4.0,0.0,2.0,Real Bed,1.0,259.0,197.03102
4999,strict_14_with_grace_period,f,1.0,Pacific Heights,Condominium,Entire home/apt,7.0,4.0,4.0,Real Bed,2.0,650.0,908.70825
1352,moderate,f,1.0,Outer Sunset,Cottage,Entire home/apt,3.0,1.0,2.0,Real Bed,3.0,225.0,134.26128
3941,flexible,t,37.0,Chinatown,Boutique hotel,Private room,2.0,0.0,1.0,Real Bed,2.0,250.0,147.53563
5686,flexible,f,1.0,Castro/Upper Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,99.0,155.06767
2803,moderate,t,1.0,Excelsior,House,Private room,2.0,1.0,1.0,Real Bed,2.0,70.0,76.65996
1974,strict_14_with_grace_period,f,35.0,Mission,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,120.0,111.824875
336,strict_14_with_grace_period,f,1.0,Castro/Upper Market,Bungalow,Entire home/apt,4.0,2.0,3.0,Real Bed,5.0,550.0,255.75726
5016,flexible,f,1.0,Ocean View,House,Shared room,3.0,1.0,3.0,Real Bed,30.0,200.0,119.07158
2903,strict_14_with_grace_period,f,799.0,South of Market,Apartment,Entire home/apt,5.0,2.0,3.0,Real Bed,30.0,199.0,208.27045
5961,moderate,f,2.0,Ocean View,House,Private room,2.0,1.0,1.0,Real Bed,30.0,75.0,65.947334
6869,moderate,f,4.0,Excelsior,House,Private room,2.0,1.0,1.0,Real Bed,1.0,50.0,75.1243
724,strict_14_with_grace_period,f,1.0,Western Addition,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,89.0,136.95827
765,flexible,f,1.0,Castro/Upper Market,House,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,120.0,165.62445
3115,strict_14_with_grace_period,f,44.0,Noe Valley,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,107.0,121.170944
3905,strict_14_with_grace_period,f,87.0,Downtown/Civic Center,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,87.0,86.22489
307,moderate,f,4.0,Russian Hill,Condominium,Entire home/apt,12.0,4.0,4.0,Real Bed,1.0,490.0,993.23834
1279,strict_14_with_grace_period,f,1.0,Outer Richmond,Guest suite,Entire home/apt,3.0,1.0,1.0,Real Bed,5.0,164.0,139.61946
3134,moderate,f,2.0,Financial District,Apartment,Entire home/apt,3.0,1.0,1.0,Real Bed,30.0,209.0,168.21158
3472,flexible,f,2.0,Mission,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,1.0,220.0,152.64366
5564,flexible,t,1.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,250.0,182.77625
4859,moderate,f,852.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,168.0,141.26721
6472,strict_14_with_grace_period,t,1.0,Marina,Condominium,Entire home/apt,6.0,3.0,3.0,Real Bed,30.0,325.0,833.5935
1792,strict_14_with_grace_period,f,4.0,Noe Valley,House,Entire home/apt,6.0,4.0,4.0,Real Bed,4.0,399.0,570.28894
3349,moderate,f,1.0,Bernal Heights,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,116.0,128.71811
2930,moderate,t,2.0,Outer Sunset,House,Private room,2.0,1.0,1.0,Real Bed,1.0,92.0,81.00308
5019,flexible,t,1.0,Castro/Upper Market,Apartment,Entire home/apt,3.0,2.0,2.0,Real Bed,32.0,150.0,291.2697
2054,strict_14_with_grace_period,f,7.0,Castro/Upper Market,Bungalow,Entire home/apt,2.0,1.0,2.0,Real Bed,30.0,130.0,118.113304
3507,strict_14_with_grace_period,f,2.0,Marina,House,Entire home/apt,6.0,3.0,3.0,Real Bed,30.0,750.0,453.34546
71,moderate,f,1.0,Haight Ashbury,Apartment,Entire home/apt,5.0,2.0,3.0,Real Bed,31.0,200.0,194.83249
2329,moderate,f,9.0,Outer Mission,House,Private room,2.0,1.0,1.0,Real Bed,2.0,80.0,78.60425
5759,flexible,f,43.0,Nob Hill,House,Private room,2.0,1.0,1.0,Real Bed,30.0,60.0,82.682655
1261,strict_14_with_grace_period,f,1.0,Glen Park,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,178.0,194.3702
1667,moderate,t,15.0,Marina,Hotel,Private room,6.0,1.0,3.0,Real Bed,1.0,209.0,320.54977
4534,strict_14_with_grace_period,f,2.0,Potrero Hill,Condominium,Entire home/apt,8.0,4.0,4.0,Real Bed,2.0,425.0,507.81982
4304,moderate,f,1.0,Twin Peaks,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,475.0,148.74931
7002,moderate,f,2.0,Outer Richmond,House,Entire home/apt,2.0,2.0,2.0,Real Bed,1.0,73.0,181.06459
4724,moderate,f,1.0,Mission,Guest suite,Entire home/apt,4.0,1.0,2.0,Real Bed,30.0,150.0,142.5978
2168,strict_14_with_grace_period,f,1.0,Nob Hill,Apartment,Entire home/apt,4.0,1.0,2.0,Real Bed,30.0,145.0,156.60086
6804,strict,f,852.0,Western Addition,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,223.0,182.45529
1696,strict_14_with_grace_period,f,1.0,Mission,Apartment,Entire home/apt,4.0,2.0,3.0,Real Bed,5.0,275.0,239.73083
1095,strict_14_with_grace_period,f,4.0,Western Addition,Apartment,Entire home/apt,4.0,2.0,3.0,Real Bed,30.0,300.0,186.70135
4013,moderate,t,6.0,Lakeshore,House,Private room,4.0,1.0,1.0,Real Bed,1.0,180.0,86.75466
3786,strict_14_with_grace_period,t,1.0,Ocean View,Guest suite,Entire home/apt,4.0,2.0,3.0,Real Bed,3.0,175.0,156.95743
2993,moderate,f,2.0,Western Addition,Apartment,Private room,1.0,1.0,1.0,Real Bed,31.0,200.0,82.63461
1631,strict_14_with_grace_period,f,2.0,Downtown/Civic Center,Apartment,Private room,1.0,1.0,1.0,Real Bed,2.0,79.0,93.29346
5067,strict_14_with_grace_period,t,4.0,Inner Richmond,Apartment,Private room,2.0,1.0,1.0,Real Bed,1.0,65.0,113.56916
1882,strict_14_with_grace_period,t,8.0,Western Addition,House,Private room,1.0,1.0,1.0,Real Bed,30.0,82.0,65.3973
4780,flexible,t,53.0,Downtown/Civic Center,Boutique hotel,Private room,2.0,0.0,1.0,Real Bed,1.0,79.0,87.17423
1613,moderate,t,2.0,Outer Sunset,House,Private room,4.0,1.0,1.0,Real Bed,1.0,80.0,96.5265
978,flexible,f,6.0,Inner Richmond,House,Private room,4.0,2.0,2.0,Real Bed,2.0,350.0,180.91899
5046,flexible,t,1.0,Outer Sunset,House,Entire home/apt,4.0,2.0,3.0,Real Bed,2.0,280.0,192.9202
5161,flexible,t,1.0,Noe Valley,House,Entire home/apt,6.0,3.0,3.0,Real Bed,2.0,200.0,380.08466
4990,flexible,f,11.0,Pacific Heights,Serviced apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,155.0,138.7366
848,strict_14_with_grace_period,t,4.0,Mission,Apartment,Private room,2.0,1.0,1.0,Real Bed,4.0,75.0,129.61432
3007,flexible,t,15.0,Ocean View,House,Private room,2.0,1.0,1.0,Real Bed,1.0,80.0,61.23642
3156,moderate,t,2.0,Bernal Heights,Condominium,Private room,2.0,1.0,1.0,Real Bed,3.0,75.0,118.20471
4037,moderate,f,1.0,Castro/Upper Market,House,Entire home/apt,4.0,2.0,2.0,Real Bed,31.0,280.0,235.66344
5866,strict_14_with_grace_period,t,1.0,Pacific Heights,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,1.0,156.0,184.25188
47,moderate,f,1.0,Glen Park,House,Entire home/apt,3.0,0.0,2.0,Real Bed,30.0,126.0,140.91275
3409,strict_14_with_grace_period,t,6.0,Potrero Hill,Guest suite,Entire home/apt,3.0,0.0,1.0,Real Bed,30.0,132.0,107.54459
1351,strict_14_with_grace_period,t,1.0,Marina,Condominium,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,333.0,247.26797
2474,moderate,f,1.0,North Beach,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,100.0,204.12268
446,strict_14_with_grace_period,f,1.0,Mission,House,Entire home/apt,12.0,5.0,6.0,Real Bed,3.0,675.0,657.2787
1744,strict_14_with_grace_period,f,2.0,South of Market,Loft,Private room,1.0,1.0,1.0,Futon,30.0,375.0,101.274506
844,strict_14_with_grace_period,f,1.0,Potrero Hill,Apartment,Entire home/apt,4.0,1.0,2.0,Real Bed,2.0,190.0,190.12921
3108,moderate,t,4.0,Bernal Heights,Condominium,Private room,2.0,1.0,1.0,Real Bed,4.0,60.0,188.46301
3807,flexible,t,1.0,Outer Sunset,Guest suite,Entire home/apt,2.0,1.0,2.0,Real Bed,2.0,175.0,113.55819
3864,flexible,t,1.0,Visitacion Valley,Guest suite,Entire home/apt,3.0,1.0,2.0,Real Bed,1.0,65.0,122.72491
3947,moderate,f,3.0,Russian Hill,House,Private room,3.0,1.0,1.0,Real Bed,30.0,185.0,116.892136
3911,strict_14_with_grace_period,f,33.0,Western Addition,Townhouse,Entire home/apt,6.0,3.0,3.0,Real Bed,30.0,206.0,343.91852
1295,moderate,f,1.0,Bernal Heights,Condominium,Private room,1.0,1.0,1.0,Real Bed,30.0,90.0,83.72821
2224,moderate,f,1.0,Inner Richmond,Apartment,Entire home/apt,3.0,1.0,1.0,Real Bed,3.0,135.0,156.83858
3187,moderate,f,1.0,Castro/Upper Market,Guesthouse,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,250.0,137.52246
3958,flexible,t,1.0,Excelsior,House,Private room,2.0,1.0,1.0,Real Bed,1.0,90.0,77.38141
6673,moderate,t,2.0,Bayview,Apartment,Private room,2.0,1.0,1.0,Real Bed,30.0,48.0,71.76853
5102,flexible,t,1.0,Lakeshore,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,3.0,133.0,107.62493
4255,flexible,f,1.0,Mission,Apartment,Private room,2.0,1.0,1.0,Real Bed,30.0,100.0,107.83246
1112,moderate,t,2.0,Outer Sunset,House,Private room,2.0,1.0,1.0,Real Bed,3.0,110.0,85.11362
776,strict_14_with_grace_period,t,4.0,Outer Sunset,House,Private room,2.0,1.0,1.0,Real Bed,1.0,85.0,78.831116
6754,strict_14_with_grace_period,t,8.0,Mission,House,Private room,3.0,1.0,2.0,Real Bed,1.0,68.0,102.660706
2154,flexible,f,2.0,Mission,Apartment,Entire home/apt,3.0,0.0,2.0,Real Bed,30.0,119.0,131.30046
4849,strict_14_with_grace_period,t,1.0,Marina,Loft,Entire home/apt,2.0,1.0,1.0,Real Bed,1.0,351.0,217.89226
5662,strict_14_with_grace_period,t,2.0,Haight Ashbury,Apartment,Private room,2.0,1.0,1.0,Real Bed,2.0,125.0,118.71749
3916,moderate,t,2.0,Twin Peaks,House,Entire home/apt,5.0,2.0,3.0,Real Bed,2.0,300.0,297.81033
5440,flexible,t,37.0,Financial District,Boutique hotel,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,250.0,189.95367
3521,flexible,f,1.0,Western Addition,Apartment,Private room,2.0,1.0,1.0,Real Bed,30.0,80.0,115.63798
1852,strict_14_with_grace_period,t,3.0,Haight Ashbury,Apartment,Private room,6.0,1.0,3.0,Real Bed,1.0,239.0,163.25545
1964,moderate,f,2.0,Mission,Apartment,Private room,2.0,1.0,1.0,Real Bed,4.0,400.0,124.18003
